 ,Alg1_Vec,Alg1_For,Alg3_For,Alg3_ParFor@2,Alg3_ParFor@3,Alg3_ParFor@4,,,,,,,,
Digits #: 10,,,,,,,,Digits #:,Alg1_Vec,Alg1_For,Alg3_For,Alg3_ParFor@2,Alg3_ParFor@3,Alg3_ParFor@4
23,0.000389,0.000304,0.000372,0.029983,0.028921,0.028378,,,,,,,,
24,0.000318,0.000319,0.000344,0.024772,0.026353,0.033045,,,,,,,,
25,0.000373,0.000302,0.000370,0.022947,0.022473,0.033518,,,,,,,,
26,0.000348,0.000310,0.000355,0.022405,0.022318,0.034774,,,,,,,,
27,0.000333,0.000313,0.000377,0.025008,0.021773,0.032649,,,,,,,,
28,0.000427,0.000305,0.000376,0.022820,0.027095,0.027345,,,,,,,,
29,0.000274,0.000327,0.000359,0.025811,0.031674,0.032387,,,,,,,,
30,0.000350,0.000311,0.000360,0.022578,0.032803,0.035095,,,,,,,,
31,0.000304,0.000318,0.000375,0.023715,0.023400,0.028165,,,,,,,,
32,0.000272,0.000329,0.000376,0.022646,0.023219,0.031823,,,,,,,,
33,0.000378,0.000304,0.000368,0.023242,0.032398,0.033917,,,,,,,,
34,0.000376,0.000304,0.000376,0.023135,0.028161,0.026501,,,,,,,,
35,0.000332,0.000310,0.000355,0.023474,0.029185,0.032497,,,,,,,,
36,0.000374,0.000338,0.000370,0.023179,0.027806,0.033256,,,,,,,,
37,0.000338,0.000307,0.000369,0.023738,0.029211,0.030674,,,,,,,,
38,0.000511,0.000309,0.000335,0.026501,0.027659,0.032982,,,,,,,,
39,0.000511,0.000306,0.000357,0.023565,0.022228,0.032272,,,,,,,,
40,0.000338,0.000307,0.000407,0.023494,0.023239,0.032330,,,,,,,,
41,0.000339,0.000309,0.000386,0.023060,0.028766,0.031496,,,,,,,,
42,0.000338,0.000309,0.000364,0.024434,0.022405,0.031988,,,,,,,,
43,0.000389,0.000308,0.000380,0.022767,0.032813,0.028404,,,,,,,,
44,0.000273,0.000306,0.000352,0.027845,0.031156,0.033062,,,,,,,,
45,0.000337,0.000327,0.000371,0.023710,0.021941,0.028309,,,,,,,,
46,0.000321,0.000329,0.000351,0.023018,0.032775,0.028100,,,,,,,,
47,0.000311,0.000328,0.000372,0.023860,0.030073,0.034138,,,,,,,,
48,0.000389,0.000314,0.000361,0.025421,0.023547,0.031824,,,,,,,,
49,0.000286,0.000340,0.000368,0.027080,0.022163,0.034015,,,,,,,,
50,0.000343,0.000312,0.000404,0.023463,0.032420,0.033059,,,,,,,,
51,0.000358,0.000326,0.000359,0.023739,0.028360,0.033000,,,,,,,,
52,0.000344,0.000309,0.000370,0.023694,0.022386,0.033511,,,,,,,,
53,0.000381,0.000310,0.000428,0.024242,0.022836,0.032453,,,,,,,,
54,0.000347,0.000309,0.000375,0.024713,0.023205,0.032524,,,,,,,,
55,0.000340,0.000309,0.000413,0.023630,0.024245,0.037192,,,,,,,,
56,0.000342,0.000330,0.000375,0.024203,0.028359,0.033221,,,,,,,,
57,0.000459,0.000316,0.000379,0.023090,0.025141,0.027410,,,,,,,,
58,0.000332,0.000318,0.000408,0.029294,0.024503,0.028537,,,,,,,,
59,0.000306,0.000308,0.000372,0.027767,0.028216,0.033137,,,,,,,,
60,0.000336,0.000329,0.000386,0.022425,0.030755,0.028921,,,,,,,,
61,0.000303,0.000310,0.000369,0.023828,0.029215,0.032454,,,,,,,,
62,0.000338,0.000318,0.000375,0.022942,0.028687,0.038017,,,,,,,,
63,0.000351,0.000309,0.000362,0.026273,0.021862,0.027722,,,,,,,,
64,0.000304,0.000337,0.000383,0.024032,0.025677,0.032765,,,,,,,,
65,0.000373,0.000303,0.000376,0.023250,0.023378,0.029620,,,,,,,,
66,0.000349,0.000309,0.000373,0.029239,0.022825,0.036170,,,,,,,,
67,0.000309,0.000315,0.000371,0.023422,0.026151,0.029875,,,,,,,,
68,0.000363,0.000309,0.000408,0.023487,0.029180,0.032938,,,,,,,,
69,0.000367,0.000323,0.000414,0.023319,0.021821,0.033378,,,,,,,,
70,0.000351,0.000311,0.000362,0.022974,0.028971,0.025307,,,,,,,,
71,0.000342,0.000308,0.000354,0.023538,0.028304,0.033289,,,,,,,,
72,0.000347,0.000313,0.000363,0.024270,0.023640,0.033719,,,,,,,,
73,0.000342,0.000308,0.000375,0.022774,0.029072,0.028420,,,,,,,,
74,0.000302,0.000325,0.000361,0.022718,0.024556,0.033874,,,,,,,,
75,0.000443,0.000303,0.000380,0.023374,0.028945,0.033503,,,,,,,,
76,0.000333,0.000311,0.000529,0.023889,0.036315,0.033234,,,,,,,,
77,0.000347,0.000308,0.000386,0.024343,0.030618,0.034458,,,,,,,,
78,0.000374,0.000311,0.000370,0.024824,0.029558,0.033804,,,,,,,,
79,0.000300,0.000347,0.000397,0.038246,0.028498,0.030879,,,,,,,,
80,0.000366,0.000322,0.000373,0.023500,0.029075,0.028850,,,,,,,,
81,0.000414,0.000379,0.000389,0.027161,0.028821,0.033941,,,,,,,,
82,0.000336,0.000336,0.000362,0.034919,0.018832,0.034793,,,,,,,,
83,0.000466,0.000308,0.000366,0.024553,0.028398,0.033826,,,,,,,,
84,0.000365,0.000308,0.000360,0.024388,0.023080,0.033479,,,,,,,,
85,0.000337,0.000328,0.000390,0.023807,0.029085,0.033052,,,,,,,,
86,0.000372,0.000303,0.000359,0.023812,0.029973,0.032106,,,,,,,,
87,0.000474,0.000306,0.000375,0.024834,0.023410,0.028875,,,,,,,,
88,0.000287,0.000330,0.000367,0.023946,0.029577,0.034727,,,,,,,,
89,0.000363,0.000318,0.000383,0.023706,0.029341,0.033878,,,,,,,,
90,0.000403,0.000309,0.000368,0.026184,0.030837,0.032486,,,,,,,,
91,0.000346,0.000366,0.000367,0.024934,0.028798,0.035097,,,,,,,,
92,0.000338,0.000308,0.000354,0.023554,0.029000,0.032252,,,,,,,,
93,0.000340,0.000308,0.000369,0.023969,0.029403,0.034086,,,,,,,,
94,0.000335,0.000331,0.000407,0.023653,0.028716,0.033487,,,,,,,,
95,0.000338,0.000308,0.000358,0.022923,0.032198,0.033080,,,,,,,,
96,0.000513,0.000312,0.000389,0.024514,0.023574,0.031815,,,,,,,,
97,0.000304,0.000329,0.000369,0.024658,0.029316,0.032788,,,,,,,,
98,0.000354,0.000331,0.000376,0.024291,0.029096,0.033744,,,,,,,,
99,0.000349,0.000328,0.000396,0.024167,0.029062,0.032645,,,,,,,,
100,0.000346,0.000307,0.000362,0.025112,0.021976,0.032478,,,,,,,,
Avg:,0.000360,0.000316,0.000374,0.024352,0.026412,0.031730,,,,,,,,
Digits #: 100000,,,,,,,,,,,,,,
1,0.002120,0.003131,0.003853,0.025845,0.027507,0.036024,,,,,,,,
2,0.002007,0.003109,0.003414,0.024669,0.029698,0.035562,,,,,,,,
3,0.002238,0.003066,0.003326,0.026579,0.027682,0.037314,,,,,,,,
4,0.002180,0.002988,0.003411,0.025369,0.028225,0.033263,,,,,,,,
5,0.002532,0.002990,0.003505,0.024800,0.029780,0.034296,,,,,,,,
6,0.002208,0.003082,0.003375,0.027357,0.026755,0.037111,,,,,,,,
7,0.002284,0.003055,0.003298,0.025937,0.034480,0.031020,,,,,,,,
8,0.002323,0.003124,0.003300,0.025184,0.026842,0.032299,,,,,,,,
9,0.002031,0.002984,0.003272,0.025599,0.033110,0.036195,,,,,,,,
10,0.002313,0.003302,0.003403,0.024243,0.037202,0.035808,,,,,,,,
11,0.002239,0.003029,0.003250,0.024884,0.026515,0.030849,,,,,,,,
12,0.002191,0.003027,0.003288,0.026771,0.031616,0.029293,,,,,,,,
13,0.002053,0.003007,0.003404,0.026822,0.028027,0.036167,,,,,,,,
14,0.002168,0.003278,0.003295,0.025332,0.035266,0.038086,,,,,,,,
15,0.002092,0.003106,0.003289,0.025466,0.032384,0.037261,,,,,,,,
16,0.002489,0.003003,0.003437,0.025618,0.027995,0.035652,,,,,,,,
17,0.002068,0.003448,0.003197,0.024649,0.028761,0.031176,,,,,,,,
18,0.002105,0.003044,0.003500,0.025905,0.036030,0.030192,,,,,,,,
19,0.002317,0.003081,0.003295,0.025414,0.035279,0.036791,,,,,,,,
20,0.002022,0.002878,0.003375,0.028775,0.026514,0.037406,,,,,,,,
21,0.002233,0.003058,0.003275,0.025923,0.027058,0.035639,,,,,,,,
22,0.002041,0.003044,0.003322,0.026468,0.032110,0.037307,,,,,,,,
23,0.002136,0.003036,0.003321,0.025728,0.026906,0.040141,,,,,,,,
24,0.002030,0.002979,0.003410,0.025309,0.030335,0.031782,,,,,,,,
25,0.002120,0.003208,0.003346,0.025579,0.033860,0.036611,,,,,,,,
26,0.002093,0.003271,0.003432,0.027886,0.027363,0.035476,,,,,,,,
27,0.002081,0.002966,0.003467,0.025316,0.025997,0.030779,,,,,,,,
28,0.002041,0.003023,0.003323,0.026477,0.032974,0.036802,,,,,,,,
29,0.002146,0.003111,0.003326,0.025170,0.034173,0.030954,,,,,,,,
30,0.002105,0.003059,0.003382,0.028708,0.032781,0.037712,,,,,,,,
31,0.002221,0.003342,0.003391,0.026457,0.027630,0.029342,,,,,,,,
32,0.001972,0.003053,0.003287,0.026369,0.033400,0.036676,,,,,,,,
33,0.002448,0.002995,0.003376,0.024695,0.037676,0.031073,,,,,,,,
34,0.002113,0.003002,0.003327,0.027051,0.027147,0.036284,,,,,,,,
35,0.002443,0.003227,0.003337,0.028319,0.026380,0.036129,,,,,,,,
36,0.002182,0.003001,0.003300,0.026067,0.029167,0.038679,,,,,,,,
37,0.002326,0.002921,0.003295,0.026094,0.036306,0.039516,,,,,,,,
38,0.002074,0.002941,0.003387,0.026226,0.026295,0.036177,,,,,,,,
39,0.002095,0.003033,0.003343,0.026208,0.034018,0.035896,,,,,,,,
40,0.002043,0.003049,0.003308,0.028106,0.036325,0.037264,,,,,,,,
41,0.002132,0.003053,0.004155,0.026786,0.028029,0.044687,,,,,,,,
42,0.002182,0.003036,0.003403,0.026080,0.027615,0.036235,,,,,,,,
43,0.002237,0.002967,0.003272,0.027738,0.031166,0.036631,,,,,,,,
44,0.002378,0.003339,0.003315,0.025096,0.026635,0.036885,,,,,,,,
45,0.002073,0.003077,0.003305,0.026136,0.021702,0.035412,,,,,,,,
46,0.002081,0.003066,0.003407,0.028116,0.030464,0.035347,,,,,,,,
47,0.002147,0.003029,0.003199,0.025236,0.028974,0.036469,,,,,,,,
48,0.002074,0.003102,0.003308,0.026198,0.027517,0.031574,,,,,,,,
49,0.002089,0.003187,0.003256,0.025656,0.030646,0.036827,,,,,,,,
50,0.002078,0.003106,0.003340,0.026782,0.033543,0.036873,,,,,,,,
51,0.002075,0.003060,0.003288,0.026142,0.027542,0.031532,,,,,,,,
52,0.002101,0.003073,0.003697,0.026398,0.027190,0.040336,,,,,,,,
53,0.002070,0.003173,0.003203,0.027659,0.027191,0.035611,,,,,,,,
54,0.002461,0.003026,0.003300,0.025131,0.027744,0.029297,,,,,,,,
55,0.002315,0.003172,0.003317,0.026358,0.030826,0.036831,,,,,,,,
56,0.002154,0.003122,0.003369,0.026467,0.021542,0.034380,,,,,,,,
57,0.002118,0.002995,0.003252,0.028264,0.028357,0.031370,,,,,,,,
58,0.002096,0.002927,0.003308,0.026709,0.027534,0.031061,,,,,,,,
59,0.002136,0.003259,0.003312,0.026858,0.030364,0.032749,,,,,,,,
60,0.002186,0.003275,0.003311,0.028365,0.032559,0.041091,,,,,,,,
61,0.002125,0.003077,0.003279,0.026183,0.043706,0.034632,,,,,,,,
62,0.002064,0.003098,0.003468,0.025298,0.027262,0.033185,,,,,,,,
63,0.002344,0.003269,0.003367,0.025822,0.028389,0.031433,,,,,,,,
64,0.002249,0.003082,0.003373,0.026584,0.030307,0.040554,,,,,,,,
65,0.002428,0.003311,0.003216,0.028073,0.027148,0.038932,,,,,,,,
66,0.002155,0.003086,0.003470,0.025384,0.032624,0.037296,,,,,,,,
67,0.002074,0.003032,0.003354,0.026645,0.028563,0.035328,,,,,,,,
68,0.002158,0.002931,0.003344,0.029004,0.033569,0.035594,,,,,,,,
69,0.002050,0.002952,0.003328,0.026919,0.027181,0.031607,,,,,,,,
70,0.002063,0.003932,0.003392,0.026438,0.028220,0.037194,,,,,,,,
71,0.002154,0.003044,0.003298,0.027188,0.030694,0.029528,,,,,,,,
72,0.002108,0.002910,0.003513,0.026269,0.028927,0.035539,,,,,,,,
73,0.002067,0.002984,0.003255,0.027189,0.035524,0.037254,,,,,,,,
74,0.002091,0.003410,0.003368,0.026666,0.035978,0.036144,,,,,,,,
75,0.002100,0.002967,0.003205,0.029888,0.026823,0.037235,,,,,,,,
76,0.002081,0.002980,0.003415,0.027310,0.031617,0.042063,,,,,,,,
77,0.002028,0.002969,0.003307,0.026949,0.034825,0.037265,,,,,,,,
78,0.002074,0.002964,0.003220,0.026528,0.027485,0.030436,,,,,,,,
79,0.002075,0.003059,0.003386,0.026828,0.031990,0.036947,,,,,,,,
80,0.002105,0.003089,0.003338,0.025892,0.027711,0.042717,,,,,,,,
81,0.002321,0.003164,0.003284,0.025387,0.028161,0.036594,,,,,,,,
82,0.002690,0.003057,0.003375,0.027363,0.036083,0.036867,,,,,,,,
83,0.002654,0.003055,0.003288,0.025690,0.030165,0.046962,,,,,,,,
84,0.002059,0.002993,0.003497,0.025822,0.032802,0.037515,,,,,,,,
85,0.002194,0.003137,0.003395,0.027080,0.027470,0.035915,,,,,,,,
86,0.002090,0.003022,0.003346,0.045462,0.028216,0.048850,,,,,,,,
87,0.002880,0.003021,0.003462,0.029574,0.027903,0.035315,,,,,,,,
88,0.002483,0.003099,0.003372,0.025974,0.033376,0.037746,,,,,,,,
89,0.002421,0.002975,0.003403,0.026804,0.033234,0.030580,,,,,,,,
90,0.002261,0.002998,0.003383,0.025530,0.030869,0.037081,,,,,,,,
91,0.002051,0.002911,0.003483,0.026603,0.027751,0.037029,,,,,,,,
92,0.002111,0.002991,0.003331,0.026680,0.032615,0.036545,,,,,,,,
93,0.002096,0.002962,0.003376,0.026823,0.026978,0.040177,,,,,,,,
94,0.002083,0.003010,0.003389,0.027581,0.033870,0.037148,,,,,,,,
95,0.002406,0.003097,0.003259,0.026630,0.033303,0.037570,,,,,,,,
96,0.002044,0.002943,0.003318,0.027171,0.027282,0.036358,,,,,,,,
97,0.002280,0.003076,0.003386,0.026865,0.032379,0.036737,,,,,,,,
98,0.002376,0.003073,0.003320,0.028494,0.026342,0.036963,,,,,,,,
99,0.002302,0.002922,0.003318,0.026520,0.027297,0.038858,,,,,,,,
100,0.002094,0.003089,0.003449,0.028151,0.030817,0.036542,,,,,,,,
Avg:,0.002186,0.003078,0.003361,0.026688,0.030202,0.035914,,,,,,,,
Digits #: 1000000,,,,,,,,,,,,,,
1,0.017251,0.029377,0.035494,0.055294,0.053967,0.053554,,,,,,,,
2,0.017064,0.030324,0.034793,0.055748,0.053625,0.057565,,,,,,,,
3,0.016768,0.029441,0.034010,0.062119,0.059570,0.051683,,,,,,,,
4,0.016355,0.030426,0.034414,0.057684,0.054675,0.051534,,,,,,,,
5,0.017823,0.030153,0.035175,0.056900,0.055543,0.054120,,,,,,,,
6,0.016836,0.030416,0.036191,0.056168,0.057818,0.051923,,,,,,,,
7,0.018916,0.030098,0.035506,0.055733,0.055294,0.051999,,,,,,,,
8,0.017025,0.030072,0.034353,0.056255,0.058519,0.050779,,,,,,,,
9,0.016311,0.030044,0.034558,0.056026,0.055464,0.051115,,,,,,,,
10,0.016935,0.030320,0.035230,0.055809,0.059094,0.053364,,,,,,,,
11,0.017684,0.030251,0.034808,0.056087,0.058080,0.057832,,,,,,,,
12,0.016356,0.030222,0.035323,0.057888,0.055397,0.052855,,,,,,,,
13,0.016970,0.030192,0.036215,0.056759,0.058907,0.052240,,,,,,,,
14,0.016953,0.029659,0.036751,0.058739,0.054127,0.052961,,,,,,,,
15,0.017021,0.030331,0.035413,0.055201,0.058484,0.061649,,,,,,,,
16,0.017044,0.029069,0.036439,0.057517,0.051817,0.052017,,,,,,,,
17,0.016666,0.029766,0.036594,0.056266,0.057979,0.057125,,,,,,,,
18,0.017086,0.030066,0.034982,0.057634,0.059453,0.051102,,,,,,,,
19,0.017250,0.030289,0.034480,0.057024,0.056035,0.054508,,,,,,,,
20,0.016926,0.030290,0.035107,0.055160,0.056050,0.057126,,,,,,,,
21,0.016913,0.029780,0.034230,0.057056,0.055082,0.052065,,,,,,,,
22,0.016460,0.029061,0.036431,0.056377,0.064117,0.067235,,,,,,,,
23,0.017331,0.030299,0.036610,0.056219,0.056220,0.060569,,,,,,,,
24,0.016873,0.030259,0.034985,0.055843,0.051786,0.052584,,,,,,,,
25,0.016621,0.030223,0.034762,0.057589,0.054034,0.092752,,,,,,,,
26,0.025825,0.030781,0.036134,0.055706,0.055906,0.052805,,,,,,,,
27,0.016998,0.029998,0.034785,0.056039,0.057127,0.050854,,,,,,,,
28,0.017082,0.030185,0.034265,0.056304,0.055488,0.050956,,,,,,,,
29,0.017843,0.029530,0.034174,0.057433,0.053159,0.050422,,,,,,,,
30,0.016470,0.030082,0.034223,0.055973,0.055451,0.052464,,,,,,,,
31,0.016918,0.029363,0.034114,0.057770,0.062111,0.058835,,,,,,,,
32,0.017457,0.030320,0.035104,0.056042,0.058140,0.051023,,,,,,,,
33,0.016319,0.030279,0.034193,0.057987,0.053382,0.052051,,,,,,,,
34,0.016717,0.030429,0.036182,0.057047,0.051608,0.062958,,,,,,,,
35,0.016190,0.029556,0.036823,0.056300,0.054936,0.053778,,,,,,,,
36,0.017089,0.030414,0.034163,0.056007,0.056076,0.051577,,,,,,,,
37,0.016285,0.030178,0.034772,0.058526,0.052428,0.054113,,,,,,,,
38,0.016918,0.029889,0.035180,0.057419,0.056920,0.051052,,,,,,,,
39,0.017153,0.030246,0.035024,0.056259,0.053566,0.052183,,,,,,,,
40,0.018228,0.030367,0.034315,0.056112,0.057624,0.061917,,,,,,,,
41,0.016903,0.030920,0.034382,0.056135,0.061804,0.059805,,,,,,,,
42,0.017051,0.030358,0.035101,0.055965,0.055160,0.052304,,,,,,,,
43,0.016966,0.030222,0.035641,0.057014,0.055340,0.054775,,,,,,,,
44,0.016770,0.030190,0.034075,0.065126,0.053638,0.058791,,,,,,,,
45,0.016933,0.030190,0.035337,0.056916,0.055660,0.050952,,,,,,,,
46,0.016593,0.029462,0.034765,0.057221,0.055855,0.053396,,,,,,,,
47,0.016639,0.029849,0.034055,0.055033,0.054695,0.053859,,,,,,,,
48,0.016215,0.029994,0.034969,0.056455,0.053420,0.053345,,,,,,,,
49,0.016993,0.030096,0.035397,0.055796,0.068769,0.051225,,,,,,,,
50,0.016657,0.030067,0.035159,0.056311,0.053669,0.062826,,,,,,,,
51,0.016607,0.030308,0.034766,0.056219,0.054742,0.052265,,,,,,,,
52,0.016699,0.029151,0.035130,0.054641,0.053287,0.051873,,,,,,,,
53,0.016947,0.030334,0.035528,0.058903,0.063969,0.056817,,,,,,,,
54,0.016302,0.029487,0.035022,0.057112,0.055151,0.064759,,,,,,,,
55,0.017058,0.030282,0.034696,0.070365,0.054493,0.054335,,,,,,,,
56,0.020147,0.030388,0.035789,0.057391,0.054504,0.052771,,,,,,,,
57,0.016489,0.030250,0.035564,0.057687,0.056972,0.052358,,,,,,,,
58,0.016758,0.030273,0.034274,0.059639,0.055396,0.057557,,,,,,,,
59,0.017461,0.030206,0.035845,0.056266,0.060894,0.051922,,,,,,,,
60,0.017912,0.029785,0.036267,0.056767,0.054575,0.066045,,,,,,,,
61,0.017045,0.030208,0.034096,0.056873,0.057439,0.052070,,,,,,,,
62,0.017321,0.030125,0.036057,0.056308,0.053544,0.061798,,,,,,,,
63,0.018739,0.030261,0.034691,0.056263,0.052961,0.059661,,,,,,,,
64,0.017218,0.030129,0.035247,0.056288,0.054617,0.052129,,,,,,,,
65,0.017271,0.030267,0.034657,0.055977,0.053858,0.052324,,,,,,,,
66,0.016439,0.029919,0.034542,0.055955,0.053075,0.055440,,,,,,,,
67,0.016495,0.030384,0.034541,0.055859,0.056213,0.057816,,,,,,,,
68,0.016824,0.030138,0.034806,0.057590,0.058900,0.051204,,,,,,,,
69,0.016855,0.030327,0.036982,0.059512,0.066062,0.052186,,,,,,,,
70,0.017407,0.030078,0.033923,0.055545,0.054688,0.051873,,,,,,,,
71,0.016225,0.030437,0.034658,0.055440,0.054708,0.057529,,,,,,,,
72,0.016388,0.030187,0.034362,0.057141,0.064517,0.063295,,,,,,,,
73,0.016930,0.030169,0.035285,0.056916,0.052778,0.054848,,,,,,,,
74,0.017086,0.030012,0.036765,0.057760,0.055941,0.052066,,,,,,,,
75,0.016262,0.030024,0.035055,0.059226,0.063516,0.052614,,,,,,,,
76,0.016719,0.029471,0.034171,0.056313,0.057946,0.051534,,,,,,,,
77,0.016877,0.029740,0.034644,0.055936,0.056108,0.059999,,,,,,,,
78,0.017081,0.030304,0.036494,0.056688,0.053422,0.052971,,,,,,,,
79,0.017448,0.030173,0.034787,0.055770,0.057294,0.053064,,,,,,,,
80,0.016985,0.030155,0.034433,0.057800,0.055836,0.062130,,,,,,,,
81,0.016494,0.030171,0.035877,0.056719,0.059200,0.057028,,,,,,,,
82,0.017459,0.030272,0.034954,0.056405,0.053562,0.051877,,,,,,,,
83,0.016892,0.030197,0.034379,0.057005,0.055059,0.055108,,,,,,,,
84,0.017149,0.029433,0.034446,0.057023,0.057842,0.054355,,,,,,,,
85,0.016905,0.029691,0.035108,0.058014,0.056863,0.053196,,,,,,,,
86,0.016547,0.030073,0.036754,0.056905,0.055600,0.053033,,,,,,,,
87,0.016776,0.030043,0.034264,0.056878,0.053043,0.054252,,,,,,,,
88,0.016866,0.030336,0.035494,0.057822,0.057208,0.066990,,,,,,,,
89,0.021544,0.030523,0.035716,0.057339,0.057196,0.052631,,,,,,,,
90,0.017295,0.029659,0.035190,0.056514,0.055081,0.052703,,,,,,,,
91,0.016440,0.030000,0.034279,0.056718,0.056029,0.054994,,,,,,,,
92,0.016506,0.030030,0.034467,0.059784,0.059282,0.052485,,,,,,,,
93,0.017008,0.030217,0.034624,0.056924,0.059202,0.051082,,,,,,,,
94,0.017215,0.030290,0.035360,0.056765,0.055151,0.058071,,,,,,,,
95,0.016328,0.029868,0.034969,0.056729,0.052986,0.052529,,,,,,,,
96,0.017338,0.029611,0.036048,0.056997,0.061243,0.052908,,,,,,,,
97,0.017035,0.030269,0.037237,0.058113,0.054738,0.054136,,,,,,,,
98,0.016537,0.030268,0.037008,0.056929,0.055678,0.052819,,,,,,,,
99,0.016329,0.029770,0.034660,0.057830,0.057317,0.053476,,,,,,,,
100,0.017979,0.030190,0.034131,0.056822,0.054600,0.057224,,,,,,,,
Avg:,0.017113,0.030073,0.035132,0.057064,0.056374,0.055187,,,,,,,,
Digits #: 10000000,,,,,,,,,,,,,,
1,0.157761,0.292734,0.345979,0.371303,0.297297,0.290098,,,,,,,,
2,0.157012,0.295600,0.343685,0.357290,0.289957,0.280088,,,,,,,,
3,0.158429,0.296209,0.340981,0.352744,0.298725,0.279552,,,,,,,,
4,0.157701,0.293796,0.341219,0.353773,0.300648,0.270805,,,,,,,,
5,0.160939,0.293655,0.341485,0.368155,0.293805,0.277614,,,,,,,,
6,0.161551,0.293186,0.342162,0.368822,0.287328,0.292499,,,,,,,,
7,0.159093,0.291409,0.341834,0.354450,0.304204,0.278519,,,,,,,,
8,0.163421,0.292461,0.344842,0.369530,0.297859,0.271520,,,,,,,,
9,0.163147,0.294322,0.342122,0.351301,0.298115,0.306049,,,,,,,,
10,0.162190,0.292759,0.343461,0.359771,0.290054,0.272651,,,,,,,,
11,0.164209,0.292237,0.351715,0.369659,0.288583,0.278635,,,,,,,,
12,0.158734,0.293530,0.344445,0.362252,0.296407,0.276958,,,,,,,,
13,0.158823,0.293906,0.342376,0.355155,0.300983,0.269587,,,,,,,,
14,0.160942,0.293497,0.341655,0.351467,0.298862,0.281109,,,,,,,,
15,0.161801,0.294825,0.340822,0.358224,0.300032,0.292080,,,,,,,,
16,0.159631,0.292437,0.344310,0.357137,0.302135,0.273601,,,,,,,,
17,0.158108,0.292648,0.343378,0.361012,0.303655,0.275588,,,,,,,,
18,0.162387,0.294669,0.345028,0.353786,0.298167,0.290267,,,,,,,,
19,0.177975,0.296010,0.347213,0.359866,0.295466,0.275360,,,,,,,,
20,0.162609,0.294430,0.342323,0.361239,0.299469,0.282683,,,,,,,,
21,0.157601,0.295269,0.343447,0.354789,0.290421,0.276095,,,,,,,,
22,0.160358,0.293749,0.341473,0.353501,0.300918,0.279172,,,,,,,,
23,0.157928,0.301396,0.342784,0.364570,0.287810,0.288479,,,,,,,,
24,0.158724,0.296266,0.344186,0.359803,0.300775,0.280044,,,,,,,,
25,0.159516,0.292044,0.341774,0.350901,0.302440,0.286683,,,,,,,,
26,0.158288,0.295142,0.341741,0.356668,0.299700,0.281300,,,,,,,,
27,0.158511,0.291465,0.345908,0.358651,0.293111,0.280213,,,,,,,,
28,0.160779,0.295685,0.342810,0.352958,0.292819,0.276521,,,,,,,,
29,0.190527,0.293889,0.339334,0.359258,0.298045,0.280550,,,,,,,,
30,0.157252,0.297605,0.344095,0.351544,0.296324,0.283412,,,,,,,,
31,0.161024,0.294571,0.340346,0.357502,0.301673,0.278544,,,,,,,,
32,0.159282,0.294574,0.359962,0.356315,0.287093,0.276216,,,,,,,,
33,0.160165,0.291851,0.342678,0.357903,0.292356,0.294438,,,,,,,,
34,0.159967,0.291779,0.343954,0.356188,0.294289,0.281066,,,,,,,,
35,0.160218,0.294360,0.340547,0.355894,0.300944,0.294949,,,,,,,,
36,0.157568,0.293096,0.342528,0.353766,0.322045,0.266391,,,,,,,,
37,0.165441,0.292438,0.341281,0.366936,0.297668,0.278713,,,,,,,,
38,0.159319,0.295533,0.366604,0.357933,0.292244,0.280418,,,,,,,,
39,0.167379,0.293880,0.346261,0.361169,0.298109,0.281214,,,,,,,,
40,0.159036,0.298039,0.343817,0.364736,0.297197,0.292600,,,,,,,,
41,0.160986,0.310738,0.341499,0.344926,0.293537,0.285245,,,,,,,,
42,0.182229,0.298568,0.348270,0.362873,0.293687,0.289471,,,,,,,,
43,0.154759,0.304102,0.354617,0.363118,0.302850,0.305345,,,,,,,,
44,0.165883,0.297080,0.353084,0.359746,0.303171,0.282831,,,,,,,,
45,0.167962,0.305065,0.347498,0.367531,0.307692,0.296371,,,,,,,,
46,0.173059,0.304673,0.347850,0.369712,0.318393,0.318470,,,,,,,,
47,0.170855,0.296625,0.353876,0.364337,0.308042,0.275717,,,,,,,,
48,0.165784,0.299456,0.346618,0.369721,0.304223,0.281943,,,,,,,,
49,0.167417,0.299307,0.347943,0.371718,0.308072,0.302908,,,,,,,,
50,0.165943,0.297582,0.348989,0.370280,0.385840,0.401118,,,,,,,,
51,0.197862,0.327559,0.388378,0.520523,0.449148,0.420637,,,,,,,,
52,0.220497,0.322330,0.385665,0.512493,0.425984,0.401482,,,,,,,,
53,0.206604,0.324551,0.387444,0.517063,0.448131,0.415570,,,,,,,,
54,0.191002,0.332569,0.385894,0.512110,0.434105,0.428198,,,,,,,,
55,0.210818,0.319813,0.389217,0.478114,0.439237,0.417644,,,,,,,,
56,0.213466,0.329829,0.383483,0.507386,0.417741,0.396302,,,,,,,,
57,0.224199,0.327691,0.390375,0.490934,0.435639,0.388421,,,,,,,,
58,0.214354,0.319324,0.396004,0.512111,0.449415,0.392732,,,,,,,,
59,0.196205,0.330475,0.383153,0.542301,0.423779,0.412028,,,,,,,,
60,0.209818,0.333796,0.390133,0.486644,0.435277,0.453595,,,,,,,,
61,0.213254,0.336923,0.399983,0.557832,0.453558,0.401415,,,,,,,,
62,0.216359,0.327995,0.378758,0.516676,0.436209,0.408749,,,,,,,,
63,0.225693,0.321451,0.381271,0.531243,0.418044,0.411683,,,,,,,,
